SpectraSmart Spectrum 2.12.1.1	
--------- Device Information -----------	
Spectrum Name : 	??_0
Saving Time : 	2026/7/22 16:43
Spectro-Module Model Name :	EE2063-VNIR
Spectro-Module Serial Number :	OS361AC55037329
Wavelength Start :	350
Wavelength End :	1020
Wavelength Unit :	Wavelength(nm)
Spectrum Unit :	Intensity
MB Temperature(簞C) :	35.75 簞C
TEC Temperature(簞C) :	0.00 簞C
-----------Spectrum Setting ------------	
Integration Time :	2000ms
Average :	1
Boxcar :	0
Background removal :	 enabled
linearity correction :	 enabled
SC :	 disabled
Intensity correction :	 disabled
DWT denoise :	 enabled
savitzky-golay :	 disabled
FFT :	 disabled
Running average :	 disabled
Kalman :	 disabled
High pass :	 disabled
Baseline correction :	 disabled
---------------BEGIN--------------------	
825.37	7862.866
825.7	7797.449
826.03	7728.754
826.36	7666.799
826.69	7615.263
827.02	7573.284
827.35	7537.454
827.68	7501.145
828.01	7463.102
828.34	7426.022
828.67	7393.66
829	7371.726
829.33	7360.6
829.66	7356.198
829.98	7353.666
830.31	7346.478
830.64	7331.105
830.97	7307.303
831.3	7275.121
831.63	7235.329
831.96	7188.981
832.29	7137.44
832.62	7080.756
832.94	7018.788
833.27	6954.063
833.6	6889.515
833.93	6832.625
834.26	6793.878
834.59	6775.319
834.91	6773.913
835.24	6781.511
835.57	6784.663
835.9	6778.736
836.23	6765.641
836.56	6749.338
836.88	6737.372
837.21	6730.845
837.54	6725.548
837.87	6716.724
838.19	6697.82
838.52	6667.143
838.85	6627.396
839.18	6581.99
839.51	6535.935
839.83	6491.628
840.16	6448.841
840.49	6407.24
840.82	6365.906
841.14	6324.994
841.47	6285.677
841.8	6249.94
842.13	6220.082
842.45	6196.758
842.78	6179.917
843.11	6166.423
843.43	6151.277
843.76	6133.405
844.09	6113.197
844.41	6095.331
844.74	6088.03
845.07	6091.034
845.4	6099.075
845.72	6103.473
846.05	6091.024
846.38	6058.482
846.7	6011.037
847.03	5953.412
847.35	5893.169
847.68	5835.248
848.01	5779.733
848.33	5731.747
848.66	5698.638
848.99	5681.357
849.31	5678.109
849.64	5682.628
849.96	5683.828
850.29	5677.99
850.62	5667.227
850.94	5653.235
851.27	5639.722
851.59	5628.146
851.92	5616.6
852.25	5606.008
852.57	5598.591
852.9	5593.898
853.22	5590.651
853.55	5586.056
853.87	5575.452
854.2	5557.386
854.53	5533.256
854.85	5503.711
855.18	5469.936
855.5	5433.719
855.83	5396.251
856.15	5360.69
856.48	5331.592
856.8	5310.462
857.13	5296.722
857.45	5289.024
857.78	5284.535
858.1	5281.667
858.43	5280.271
858.75	5279.029
859.08	5276.306
859.4	5271.163
859.72	5262.71
860.05	5251.11
860.37	5237.471
860.7	5221.785
861.02	5203.455
861.35	5181.753
861.67	5155.575
862	5125.067
862.32	5091.485
862.64	5056.08
862.97	5020.421
863.29	4985.832
863.62	4953.113
863.94	4923.402
864.26	4897.942
864.59	4877.276
864.91	4861.442
865.24	4850.087
865.56	4842.406
865.88	4837.533
866.21	4834.623
866.53	4832.709
866.85	4830.689
867.18	4827.601
867.5	4822.778
867.82	4815.06
868.15	4803.216
868.47	4786.917
868.79	4766.227
869.12	4742.564
869.44	4718.296
869.76	4694.261
870.09	4670.512
870.41	4645.708
870.73	4617.467
871.06	4585.691
871.38	4551.598
871.7	4518.448
872.02	4490.951
872.35	4470.553
872.67	4456.875
872.99	4446.251
873.31	4432.586
873.64	4414.712
873.96	4393.988
874.28	4376.045
874.6	4370.014
874.93	4376.773
875.25	4392.211
875.57	4407.474
875.89	4408.942
876.21	4393.115
876.54	4363.794
876.86	4328.288
877.18	4298.574
877.5	4278.309
877.82	4264.417
878.14	4252.245
878.47	4234.227
878.79	4208.601
879.11	4178.452
879.43	4148.297
879.75	4124.71
880.07	4109.299
880.4	4099.911
880.72	4092.343
881.04	4079.979
881.36	4061.568
881.68	4039.776
882	4018.65
882.32	4004.638
882.64	3998.999
882.96	3998.482
883.29	4000.49
883.61	4001.166
883.93	3998.505
884.25	3993.617
884.57	3984.465
884.89	3967.78
885.21	3944.108
885.53	3915.062
885.85	3885.926
886.17	3865.416
886.49	3855.299
886.81	3852.442
887.13	3852.873
887.45	3849.867
887.77	3840.767
888.09	3827.529
888.41	3809.202
888.73	3784.419
889.05	3754.256
889.37	3719.629
889.69	3685.753
890.01	3661.063
890.33	3647.642
890.65	3643.686
890.97	3644.609
891.29	3642.419
891.61	3634.601
891.93	3622.921
892.25	3609.912
892.57	3599.957
892.89	3593.875
893.21	3589.427
893.53	3584.083
893.85	3574.3
894.16	3559.269
894.48	3540.613
894.8	3520.125
895.12	3500.497
895.44	3482.708
895.76	3465.895
896.08	3450.003
896.4	3434.893
896.72	3420.262
897.03	3406.455
897.35	3392.263
897.67	3375.532
897.99	3356.218
898.31	3335.296
898.63	3315.055
898.94	3299.164
899.26	3288.594
899.58	3282.278
899.9	3278.671
900.22	3275.208
900.53	3270.776
900.85	3265.733
901.17	3260.167
901.49	3254.318
901.81	3248.218
902.12	3241.503
902.44	3233.726
902.76	3224.543
903.08	3213.797
903.39	3201.296
903.71	3188.02
904.03	3175.489
904.35	3163.875
904.66	3152.947
904.98	3140.401
905.3	3122.589
905.62	3099.058
905.93	3071.046
906.25	3042.61
906.57	3020.057
906.88	3005.066
907.2	2996.553
907.52	2990.228
907.83	2978.91
908.15	2961.316
908.47	2939.844
908.78	2920.096
909.1	2910.952
909.42	2913.957
909.73	2925.527
910.05	2939.308
910.37	2945.467
910.68	2941.075
911	2928.715
911.31	2912.412
911.63	2898.792
911.95	2889.932
912.26	2883.907
912.58	2878.275
912.89	2869.286
913.21	2856.115
913.53	2840.391
913.84	2824.634
914.16	2812.514
914.47	2804.641
914.79	2799.377
915.1	2793.971
915.42	2784.196
915.74	2769.078
916.05	2750.318
916.37	2729.879
916.68	2710.83
917	2694.495
917.31	2680.219
917.63	2668.205
917.94	2658.696
918.26	2651.398
918.57	2646.236
918.89	2642.133
919.2	2637.161
919.52	2630.787
919.83	2623.428
920.14	2615.485
920.46	2607.847
920.77	2600.872
921.09	2594.108
921.4	2588.033
921.72	2583.515
922.03	2580.331
922.34	2577.948
922.66	2574.838
922.97	2568.525
923.29	2558.5
923.6	2545.643
923.91	2530.999
924.23	2516.413
924.54	2502.557
924.86	2488.771
925.17	2475.587
925.48	2463.743
925.8	2453.197
926.11	2444.141
926.42	2434.558
926.74	2421.083
927.05	2403.319
927.36	2382.273
927.68	2361.604
927.99	2347.125
928.3	2340.177
928.62	2339.336
928.93	2340.339
929.24	2336.331
929.56	2325.537
929.87	2309.485
930.18	2292.756
930.49	2282.744
930.81	2280.844
931.12	2284.579
931.43	2287.8
931.74	2281.019
932.06	2262.126
932.37	2233.9
932.68	2203.436
932.99	2181.94
933.31	2172.19
933.62	2171.351
933.93	2172.052
934.24	2162.355
934.55	2139.934
934.87	2108.937
935.18	2077.875
935.49	2060.181
935.8	2058.545
936.11	2067.811
936.42	2079.676
936.74	2081.109
937.05	2068.528
937.36	2046.315
937.67	2019.344
937.98	1995.436
938.29	1977.412
938.6	1962.689
938.92	1950.751
939.23	1940.88
939.54	1932.456
939.85	1926.549
940.16	1921.173
940.47	1912.697
940.78	1900.398
941.09	1884.57
941.4	1868.761
941.71	1858.909
942.02	1856.292
942.33	1859.738
942.65	1864.122
942.96	1861.127
943.27	1849.328
943.58	1831.238
943.89	1814.064
944.2	1809.385
944.51	1819.122
944.82	1838.86
945.13	1860.15
945.44	1869.583
945.75	1863.936
946.06	1848.006
946.37	1828.062
946.68	1814.04
946.99	1809.559
947.3	1811.904
947.6	1819.513
947.91	1829.943
948.22	1841.534
948.53	1854.595
948.84	1868.125
949.15	1880.22
949.46	1889.986
949.77	1897.284
950.08	1901.077
950.39	1900.351
950.7	1895.689
951.01	1888.049
951.31	1880.831
951.62	1879.292
951.93	1884.652
952.24	1895.533
952.55	1908.913
952.86	1919.658
953.17	1926.019
953.47	1929.079
953.78	1930.156
954.09	1931.525
954.4	1933.956
954.71	1936.76
955.02	1939.035
955.32	1939.546
955.63	1938.229
955.94	1935.726
956.25	1933.76
956.56	1934.941
956.86	1939.448
957.17	1945.998
957.48	1952.289
957.79	1954.608
958.09	1952.249
958.4	1947.055
958.71	1940.31
959.02	1933.984
959.32	1929.392
959.63	1926.133
959.94	1926.142
960.25	1932.535
960.55	1944.924
960.86	1961.399
961.17	1977.859
961.47	1987.708
961.78	1989.153
962.09	1984.279
962.39	1974.652
962.7	1963.213
963.01	1951.746
963.31	1939.657
963.62	1929.9
963.93	1926.954
964.23	1931.395
964.54	1942.513
964.85	1955.121
965.15	1960.472
965.46	1956.593
965.76	1945.503
966.07	1932.869
966.38	1928.253
966.68	1933.454
966.99	1944.886
967.29	1956.62
967.6	1959.24
967.9	1950.662
968.21	1934.796
968.52	1915.927
968.82	1900.701
969.13	1891.564
969.43	1886.304
969.74	1884.887
970.04	1887.261
970.35	1892.403
970.65	1900.336
970.96	1907.534
971.26	1908.127
971.57	1901.033
971.87	1887.699
972.18	1872.262
972.48	1861.812
972.79	1858.19
973.09	1859.328
973.4	1862.262
973.7	1862.086
974.01	1857.328
974.31	1849.684
974.62	1840.605
974.92	1832.277
975.22	1825.495
975.53	1819.417
975.83	1813.717
976.14	1808.059
976.44	1802.346
976.74	1797.031
977.05	1792.214
977.35	1787.792
977.66	1783.881
977.96	1780.571
978.26	1778.032
978.57	1776.612
978.87	1776.24
979.17	1776.534
979.48	1777.421
979.78	1778.725
980.08	1780.331
980.39	1782.434
980.69	1783.895
980.99	1783.156
981.3	1779.729
981.6	1773.149
981.9	1765.976
982.21	1762.445
982.51	1763.04
982.81	1766.991
983.11	1768.902
983.42	1759.87
983.72	1739.274
984.02	1711.13
984.32	1684.042
984.63	1671.552
984.93	1676.275
985.23	1693.501
985.53	1716.658
985.84	1733.11
986.14	1738.196
986.44	1743.178
986.74	1733.321
987.05	1720.047
987.35	1700.605
987.65	1675.621
987.95	1650.274
988.25	1633.5
988.55	1627.538
988.86	1630.474
989.16	1637.653
989.46	1640.697
989.76	1637.169
990.06	1629.408
990.36	1619.938
990.66	1613.01
990.97	1609.84
991.27	1608.503
991.57	1607.908
991.87	1606.728
992.17	1604.35
992.47	1601.472
992.77	1597.997
993.07	1593.481
993.37	1588.126
993.68	1582.2
993.98	1576.389
994.28	1571.911
994.58	1569.012
994.88	1567.142
995.18	1566.175
995.48	1565.825
995.78	1565.726
996.08	1565.988
996.38	1565.297
996.68	1561.591
996.98	1554.741
997.28	1545.41
997.58	1536.025
997.88	1530.574
998.18	1529.81
998.48	1532.381
998.78	1535.868
999.08	1536.24
999.38	1532.495
999.68	1526.168
999.98	1518.465
1000.28	1511.38
1000.58	1505.689
1000.88	1500.409
1001.18	1496.349
1001.48	1494.905
1001.78	1495.89
1002.07	1499.042
1002.37	1501.538
1002.67	1498.666
1002.97	1489.841
1003.27	1476.824
1003.57	1463.474
1003.87	1456.038
1004.17	1456.098
1004.47	1461.628
1004.76	1469.899
1005.06	1476.503
1005.36	1479.667
1005.66	1480.297
1005.96	1478.855
1006.26	1476.146
1006.56	1472.605
1006.85	1467.946
1007.15	1461.996
1007.45	1454.781
1007.75	1446.585
1008.05	1437.671
1008.34	1429.506
1008.64	1424.176
1008.94	1421.894
1009.24	1422.067
1009.54	1422.314
1009.83	1418.69
1010.13	1410.605
1010.43	1399.658
1010.73	1388.484
1011.03	1381.349
1011.32	1379.417
1011.62	1381.125
1011.92	1385.405
1012.21	1390.493
1012.51	1395.397
1012.81	1400.655
1013.11	1404.92
1013.4	1406.029
1013.7	1403.853
1014	1398.898
1014.3	1393.803
1014.59	1392.978
1014.89	1397.379
1015.19	1405.72
1015.48	1415.207
1015.78	1421.316
1016.08	1422.573
1016.37	1419.807
1016.67	1414.956
1016.97	1411.254
1017.26	1409.441
1017.56	1408.552
1017.86	1406.209
1018.15	1398.72
1018.45	1385.745
1018.74	1369.097
1019.04	1352.436
1019.34	1341.319
1019.63	1337.11
1019.93	1338.101
